oci,citing,cited,creation,timespan,journal_sc,author_sc
061201742589-06210436814,omid:br/061201742589,omid:br/06210436814,2021-10-21,P10Y2M22D,no,no
061201742589-0630183483,omid:br/061201742589,omid:br/0630183483,2021-10-21,P2Y9M,no,no
061201901437-06110864062,omid:br/061201901437,omid:br/06110864062,2018-02-19,P9Y1M19D,no,no
061201901437-062504243651,omid:br/061201901437,omid:br/062504243651,2018-02-19,,no,no
061201901437-06902804403,omid:br/061201901437,omid:br/06902804403,2018-02-19,P31Y9M20D,no,no
061201901437-061801445061,omid:br/061201901437,omid:br/061801445061,2018-02-19,P8Y1M19D,no,no
061201930765-061602248089,omid:br/061201930765,omid:br/061602248089,2020,P2Y,no,yes
061201930765-061602248102,omid:br/061201930765,omid:br/061602248102,2020,P2Y,no,yes
061201930765-06401652219,omid:br/061201930765,omid:br/06401652219,2020,P0Y,no,no
061201935631-061402112271,omid:br/061201935631,omid:br/061402112271,2022-04-29,P6Y2M27D,no,no
061201935631-061602144859,omid:br/061201935631,omid:br/061602144859,2022-04-29,P13Y5M16D,no,no
061201935631-06702496670,omid:br/061201935631,omid:br/06702496670,2022-04-29,P3Y1M16D,no,no
061201935631-061701738840,omid:br/061201935631,omid:br/061701738840,2022-04-29,P7Y10M1D,no,no
061201935631-061202127823,omid:br/061201935631,omid:br/061202127823,2022-04-29,P1Y7M8D,no,no
061201935631-062501777050,omid:br/061201935631,omid:br/062501777050,2022-04-29,P1Y,no,no
061201935631-062501777139,omid:br/061201935631,omid:br/062501777139,2022-04-29,P2Y2M,no,no
061201935631-06180333908,omid:br/061201935631,omid:br/06180333908,2022-04-29,P4Y3M21D,no,no
061201935631-06180333983,omid:br/061201935631,omid:br/06180333983,2022-04-29,P5Y3M20D,no,no
061201935631-061201754974,omid:br/061201935631,omid:br/061201754974,2022-04-29,P14Y4M12D,no,no
061201935631-061202127598,omid:br/061201935631,omid:br/061202127598,2022-04-29,P1Y1M3D,no,no
061201935631-062501777135,omid:br/061201935631,omid:br/062501777135,2022-04-29,P2Y2M,no,no
061201935631-062501777134,omid:br/061201935631,omid:br/062501777134,2022-04-29,P2Y2M,no,yes
061201935631-061702139219,omid:br/061201935631,omid:br/061702139219,2022-04-29,P16Y8M,no,no
061201935631-061502618901,omid:br/061201935631,omid:br/061502618901,2022-04-29,P3Y1M3D,no,no
061201935631-061201935870,omid:br/061201935631,omid:br/061201935870,2022-04-29,P2Y11M24D,yes,no
061201935631-061302130471,omid:br/061201935631,omid:br/061302130471,2022-04-29,P2Y7M15D,no,yes
061201935631-062501777137,omid:br/061201935631,omid:br/062501777137,2022-04-29,P2Y2M,no,no
061201935631-062501777136,omid:br/061201935631,omid:br/062501777136,2022-04-29,P2Y2M,no,no
061201935631-061201935951,omid:br/061201935631,omid:br/061201935951,2022-04-29,P3Y5M24D,yes,no
061201935631-06702497112,omid:br/061201935631,omid:br/06702497112,2022-04-29,P6Y1M26D,no,no
061201935631-062501777138,omid:br/061201935631,omid:br/062501777138,2022-04-29,P2Y2M,no,no
061201935631-06180333838,omid:br/061201935631,omid:br/06180333838,2022-04-29,P3Y1M23D,no,no
061201935631-061701739064,omid:br/061201935631,omid:br/061701739064,2022-04-29,P13Y7M24D,no,no
061201935631-06101217805,omid:br/061201935631,omid:br/06101217805,2022-04-29,P36Y6M,no,no
061201935631-062402424821,omid:br/061201935631,omid:br/062402424821,2022-04-29,P6Y,no,no
061201935631-061101713490,omid:br/061201935631,omid:br/061101713490,2022-04-29,P4Y6M16D,no,no
061201935636-06102953535,omid:br/061201935636,omid:br/06102953535,2022-03-25,P10Y,no,no
061201935636-06202939399,omid:br/061201935636,omid:br/06202939399,2022-03-25,P10Y,no,no
061201935636-061702138536,omid:br/061201935636,omid:br/061702138536,2022-03-25,P16Y2M,no,no
061201935636-06102953587,omid:br/061201935636,omid:br/06102953587,2022-03-25,P10Y,no,no
061201935636-061302131172,omid:br/061201935636,omid:br/061302131172,2022-03-25,P4Y6M20D,no,no
061201935636-06401624009,omid:br/061201935636,omid:br/06401624009,2022-03-25,P5Y1M24D,no,no
061201935636-06102952672,omid:br/061201935636,omid:br/06102952672,2022-03-25,P10Y,no,no
061201935636-06180334450,omid:br/061201935636,omid:br/06180334450,2022-03-25,P11Y0M17D,no,no
061201935636-06101228411,omid:br/061201935636,omid:br/06101228411,2022-03-25,P3Y8M,no,no
061201935636-06180334017,omid:br/061201935636,omid:br/06180334017,2022-03-25,P5Y8M14D,no,no
061201935636-0630612701,omid:br/061201935636,omid:br/0630612701,2022-03-25,P41Y5M,no,no
061201935636-06102953551,omid:br/061201935636,omid:br/06102953551,2022-03-25,P10Y,no,no
061201935636-061502137008,omid:br/061201935636,omid:br/061502137008,2022-03-25,P8Y2M3D,no,no
061201935636-06101421245,omid:br/061201935636,omid:br/06101421245,2022-03-25,P6Y6M17D,no,no
061201935636-06102952664,omid:br/061201935636,omid:br/06102952664,2022-03-25,P10Y,no,no
061201935636-0630264844,omid:br/061201935636,omid:br/0630264844,2022-03-25,P20Y6M,no,no
061201935636-062102006281,omid:br/061201935636,omid:br/062102006281,2022-03-25,P8Y3M9D,no,no
061201935642-06170183291,omid:br/061201935642,omid:br/06170183291,2022-03-12,P11Y5M12D,no,no
061201935642-061701680144,omid:br/061201935642,omid:br/061701680144,2022-03-12,P32Y,no,no
061201935642-061502852600,omid:br/061201935642,omid:br/061502852600,2022-03-12,P74Y5M,no,no
061201935642-062602154202,omid:br/061201935642,omid:br/062602154202,2022-03-12,P44Y,no,no
061201935642-06801443866,omid:br/061201935642,omid:br/06801443866,2022-03-12,P17Y1M12D,no,no
061201935642-06201307547,omid:br/061201935642,omid:br/06201307547,2022-03-12,P10Y6M11D,no,no
061201935642-06190284533,omid:br/061201935642,omid:br/06190284533,2022-03-12,P9Y6M9D,no,no
061201935642-062202205955,omid:br/061201935642,omid:br/062202205955,2022-03-12,P11Y2M12D,no,no
061201935642-06903300604,omid:br/061201935642,omid:br/06903300604,2022-03-12,P16Y,no,no
061201935642-06603051349,omid:br/061201935642,omid:br/06603051349,2022-03-12,P1Y11M9D,no,no
061201935642-06190922826,omid:br/061201935642,omid:br/06190922826,2022-03-12,P58Y,no,no
061201935642-061302218058,omid:br/061201935642,omid:br/061302218058,2022-03-12,P5Y0M,no,no
061201935642-06180334451,omid:br/061201935642,omid:br/06180334451,2022-03-12,P11Y1M22D,no,no
061201935642-062503543707,omid:br/061201935642,omid:br/062503543707,2022-03-12,P2Y5M27D,no,no
061201935642-062502680338,omid:br/061201935642,omid:br/062502680338,2022-03-12,P40Y5M,no,no
061201935642-06801162335,omid:br/061201935642,omid:br/06801162335,2022-03-12,P9Y8M12D,no,no
061201935654-06303495939,omid:br/061201935654,omid:br/06303495939,2021-11-27,P13Y2M29D,no,no
061201935654-062301850955,omid:br/061201935654,omid:br/062301850955,2021-11-27,P1Y4M26D,no,no
061201935661-06202536869,omid:br/061201935661,omid:br/06202536869,2021-09-17,P2Y6M10D,no,no
061201935661-0619053774,omid:br/061201935661,omid:br/0619053774,2021-09-17,P4Y,no,no
061201935661-061602101982,omid:br/061201935661,omid:br/061602101982,2021-09-17,P1Y,no,no
061201935661-06902002356,omid:br/061201935661,omid:br/06902002356,2021-09-17,P21Y,no,no
061201935661-062602361842,omid:br/061201935661,omid:br/062602361842,2021-09-17,P3Y3M2D,no,no
061201935661-06230609876,omid:br/061201935661,omid:br/06230609876,2021-09-17,P10Y0M,no,no
061201935661-061502793634,omid:br/061201935661,omid:br/061502793634,2021-09-17,P10Y,no,no
061201935661-06103721920,omid:br/061201935661,omid:br/06103721920,2021-09-17,P17Y0M16D,no,no
061201935661-062301706351,omid:br/061201935661,omid:br/062301706351,2021-09-17,P8Y2M16D,no,no
061201935661-061101713488,omid:br/061201935661,omid:br/061101713488,2021-09-17,P3Y11M4D,no,no
061201935661-06801216045,omid:br/061201935661,omid:br/06801216045,2021-09-17,P21Y10M,no,no
061201935661-062301772809,omid:br/061201935661,omid:br/062301772809,2021-09-17,P5Y5M2D,no,no
061201935661-06230665976,omid:br/061201935661,omid:br/06230665976,2021-09-17,P3Y5M7D,no,no
061201935661-061802416284,omid:br/061201935661,omid:br/061802416284,2021-09-17,P3Y11M26D,no,no
061201935661-0614038316,omid:br/061201935661,omid:br/0614038316,2021-09-17,P3Y2M1D,no,no
061201935661-061501193387,omid:br/061201935661,omid:br/061501193387,2021-09-17,P8Y6M22D,no,no
061201935661-06230609899,omid:br/061201935661,omid:br/06230609899,2021-09-17,P9Y3M,no,no
061201935661-062402143128,omid:br/061201935661,omid:br/062402143128,2021-09-17,P6Y,no,no
061201935661-062502618280,omid:br/061201935661,omid:br/062502618280,2021-09-17,P12Y4M,no,no
061201935661-0643012466,omid:br/061201935661,omid:br/0643012466,2021-09-17,P7Y10M27D,no,no
061201935661-061701738852,omid:br/061201935661,omid:br/061701738852,2021-09-17,P7Y5M20D,no,no
061201935661-061903585650,omid:br/061201935661,omid:br/061903585650,2021-09-17,,no,no
061201935661-062101186650,omid:br/061201935661,omid:br/062101186650,2021-09-17,P11Y9M,no,no
061201935661-06230665978,omid:br/061201935661,omid:br/06230665978,2021-09-17,P3Y6M9D,no,no
061201935661-062401013873,omid:br/061201935661,omid:br/062401013873,2021-09-17,P25Y6M,no,no
061201935661-061201936169,omid:br/061201935661,omid:br/061201936169,2021-09-17,P6Y8M10D,yes,no
061201935661-0620338367,omid:br/061201935661,omid:br/0620338367,2021-09-17,P4Y1M20D,no,no
061201935661-06801244983,omid:br/061201935661,omid:br/06801244983,2021-09-17,P2Y2M29D,no,no
061201935661-061101713490,omid:br/061201935661,omid:br/061101713490,2021-09-17,P3Y11M4D,no,no
061201935674-062201784888,omid:br/061201935674,omid:br/062201784888,2021-11-08,P5Y,no,no
061201935674-06402371346,omid:br/061201935674,omid:br/06402371346,2021-11-08,P1Y,no,no
061201935674-06402542521,omid:br/061201935674,omid:br/06402542521,2021-11-08,P13Y4M7D,no,no
061201935674-062203247225,omid:br/061201935674,omid:br/062203247225,2021-11-08,,no,no
061201935674-06130647286,omid:br/061201935674,omid:br/06130647286,2021-11-08,P5Y2M,no,no
061201935674-061902393991,omid:br/061201935674,omid:br/061902393991,2021-11-08,P8Y7M7D,no,no
061201935713-062402143170,omid:br/061201935713,omid:br/062402143170,2021-06-05,P7Y,no,no
061201935713-06160600664,omid:br/061201935713,omid:br/06160600664,2021-06-05,P9Y3M15D,no,no
061201935713-062501469448,omid:br/061201935713,omid:br/062501469448,2021-06-05,P3Y,no,no
061201935713-06502244424,omid:br/061201935713,omid:br/06502244424,2021-06-05,P7Y6M17D,no,no
061201935713-061201936251,omid:br/061201935713,omid:br/061201936251,2021-06-05,P15Y9M4D,yes,no
061201935713-06503509893,omid:br/061201935713,omid:br/06503509893,2021-06-05,P3Y6M15D,no,no
061201935713-062102006386,omid:br/061201935713,omid:br/062102006386,2021-06-05,P7Y5M20D,no,no
061201935713-061602069346,omid:br/061201935713,omid:br/061602069346,2021-06-05,P5Y6M,no,no
061201935713-06602996545,omid:br/061201935713,omid:br/06602996545,2021-06-05,P7Y,no,no
061201935713-061301199237,omid:br/061201935713,omid:br/061301199237,2021-06-05,P31Y10M,no,no
061201935713-0670893297,omid:br/061201935713,omid:br/0670893297,2021-06-05,P2Y1M,no,no
061201935713-06102354565,omid:br/061201935713,omid:br/06102354565,2021-06-05,P1Y,no,no
061201935713-062402143128,omid:br/061201935713,omid:br/062402143128,2021-06-05,P6Y,no,no
061201935713-061701738967,omid:br/061201935713,omid:br/061701738967,2021-06-05,P10Y0M6D,no,no
061201935713-06220643064,omid:br/061201935713,omid:br/06220643064,2021-06-05,P3Y9M,no,no
061201935713-06301289597,omid:br/061201935713,omid:br/06301289597,2021-06-05,P10Y,no,no
061201935713-062302672497,omid:br/061201935713,omid:br/062302672497,2021-06-05,P8Y8M19D,no,no
061201935713-06170423802,omid:br/061201935713,omid:br/06170423802,2021-06-05,P19Y10M4D,no,no
061201935726-06403754255,omid:br/061201935726,omid:br/06403754255,2021-03-19,P6Y3M,no,no
061201935726-06240343004,omid:br/061201935726,omid:br/06240343004,2021-03-19,P3Y9M,no,no
061201935726-06120211458,omid:br/061201935726,omid:br/06120211458,2021-03-19,P5Y8M,no,no
061201935726-06303277534,omid:br/061201935726,omid:br/06303277534,2021-03-19,P27Y9M,no,no
061201935726-0660587038,omid:br/061201935726,omid:br/0660587038,2021-03-19,P24Y2M,no,no
061201935726-06190916146,omid:br/061201935726,omid:br/06190916146,2021-03-19,P12Y11M,no,no
061201935728-062103303619,omid:br/061201935728,omid:br/062103303619,2021-10-01,P5Y2M,no,no
061201935728-061601287608,omid:br/061201935728,omid:br/061601287608,2021-10-01,P11Y,no,no
061201935728-06103006507,omid:br/061201935728,omid:br/06103006507,2021-10-01,P7Y0M9D,no,no
061201935728-06602944851,omid:br/061201935728,omid:br/06602944851,2021-10-01,P6Y5M0D,no,no
061201935728-061202774825,omid:br/061201935728,omid:br/061202774825,2021-10-01,P19Y,no,no
061201935728-062502747142,omid:br/061201935728,omid:br/062502747142,2021-10-01,P11Y,no,no
061201935728-061701519187,omid:br/061201935728,omid:br/061701519187,2021-10-01,P1Y8M16D,no,yes
061201935728-062601202500,omid:br/061201935728,omid:br/062601202500,2021-10-01,P4Y5M,no,no
061201935728-062202480982,omid:br/061201935728,omid:br/062202480982,2021-10-01,P5Y1M1D,no,no
061201935728-06902273160,omid:br/061201935728,omid:br/06902273160,2021-10-01,P3Y,no,no
061201935728-061902430379,omid:br/061201935728,omid:br/061902430379,2021-10-01,P5Y11M2D,no,no
061201935728-062103303622,omid:br/061201935728,omid:br/062103303622,2021-10-01,P5Y4M,no,no
061201935728-06502952616,omid:br/061201935728,omid:br/06502952616,2021-10-01,P6Y5M0D,no,no
061201935728-06202769206,omid:br/061201935728,omid:br/06202769206,2021-10-01,P12Y0M,no,no
061201935728-06401562805,omid:br/061201935728,omid:br/06401562805,2021-10-01,P51Y9M1D,no,no
061201935728-062302764961,omid:br/061201935728,omid:br/062302764961,2021-10-01,P8Y,no,no
061201935728-06201193830,omid:br/061201935728,omid:br/06201193830,2021-10-01,P5Y2M,no,no
061201935728-06602725686,omid:br/061201935728,omid:br/06602725686,2021-10-01,P3Y8M1D,no,no
061201935728-06702497044,omid:br/061201935728,omid:br/06702497044,2021-10-01,P4Y9M10D,no,no
061201935728-06103006500,omid:br/061201935728,omid:br/06103006500,2021-10-01,P6Y9M1D,no,no
061201935728-0620544965,omid:br/061201935728,omid:br/0620544965,2021-10-01,P12Y1M28D,no,no
061201935728-061401016150,omid:br/061201935728,omid:br/061401016150,2021-10-01,P5Y3M15D,no,no
061201935728-062401115279,omid:br/061201935728,omid:br/062401115279,2021-10-01,P2Y,no,no
061201935728-061101696784,omid:br/061201935728,omid:br/061101696784,2021-10-01,P6Y8M29D,no,no
061201935728-0629023483,omid:br/061201935728,omid:br/0629023483,2021-10-01,P1Y5M11D,no,no
061201935728-06301062457,omid:br/061201935728,omid:br/06301062457,2021-10-01,P10Y5M,no,no
061201935728-062201188609,omid:br/061201935728,omid:br/062201188609,2021-10-01,P11Y9M23D,no,no
061201935728-06502852828,omid:br/061201935728,omid:br/06502852828,2021-10-01,P10Y,no,no
061201935728-06180333819,omid:br/061201935728,omid:br/06180333819,2021-10-01,P2Y4M18D,no,no
061201935728-06702496685,omid:br/061201935728,omid:br/06702496685,2021-10-01,P2Y7M9D,no,no
061201935728-06902349857,omid:br/061201935728,omid:br/06902349857,2021-10-01,P2Y11M28D,no,no
061201935728-06601748036,omid:br/061201935728,omid:br/06601748036,2021-10-01,P13Y10M1D,no,no
061201935728-061901262191,omid:br/061201935728,omid:br/061901262191,2021-10-01,P10Y0M16D,no,no
061201935728-06501048507,omid:br/061201935728,omid:br/06501048507,2021-10-01,P5Y3M24D,no,no
061201935728-06201193829,omid:br/061201935728,omid:br/06201193829,2021-10-01,P5Y2M,no,no
061201935728-061202774691,omid:br/061201935728,omid:br/061202774691,2021-10-01,P3Y,no,no
061201935728-061703851434,omid:br/061201935728,omid:br/061703851434,2021-10-01,,no,no
061201935728-061402146702,omid:br/061201935728,omid:br/061402146702,2021-10-01,P1Y8M1D,no,no
061201935728-06902452605,omid:br/061201935728,omid:br/06902452605,2021-10-01,P7Y,no,no
061201935744-0690618555,omid:br/061201935744,omid:br/0690618555,2021-03-08,P17Y,no,no
061201935744-0690282694,omid:br/061201935744,omid:br/0690282694,2021-03-08,P6Y,no,no
061201935744-0628039146,omid:br/061201935744,omid:br/0628039146,2021-03-08,P13Y,no,no
061201935744-062201901716,omid:br/061201935744,omid:br/062201901716,2021-03-08,P1Y1M16D,no,yes
061201935770-061202195793,omid:br/061201935770,omid:br/061202195793,2020-11-28,P30Y2M6D,no,no
061201935770-06501058535,omid:br/061201935770,omid:br/06501058535,2020-11-28,P83Y,no,no
061201935770-0614050703,omid:br/061201935770,omid:br/0614050703,2020-11-28,P4Y,no,no
061201935770-06503234527,omid:br/061201935770,omid:br/06503234527,2020-11-28,P64Y,no,no
061201935788-06503062292,omid:br/061201935788,omid:br/06503062292,2020-05-31,P3Y,no,no
061201935788-062402176942,omid:br/061201935788,omid:br/062402176942,2020-05-31,P2Y0M30D,no,no
061201935788-06201359763,omid:br/061201935788,omid:br/06201359763,2020-05-31,P1Y3M27D,no,no
061201935788-062301641748,omid:br/061201935788,omid:br/062301641748,2020-05-31,P6Y1M,no,no
061201935788-0610837169,omid:br/061201935788,omid:br/0610837169,2020-05-31,P9Y0M18D,no,no
061201935790-06802415380,omid:br/061201935790,omid:br/06802415380,2020-05-28,P5Y0M22D,no,no
061201935790-061303578227,omid:br/061201935790,omid:br/061303578227,2020-05-28,,no,no
061201935790-06103170551,omid:br/061201935790,omid:br/06103170551,2020-05-28,P7Y8M1D,no,no
061201935790-06901235317,omid:br/061201935790,omid:br/06901235317,2020-05-28,P1Y4M20D,no,no
061201935790-06301528532,omid:br/061201935790,omid:br/06301528532,2020-05-28,P5Y3M16D,no,no
061201935790-06203544333,omid:br/061201935790,omid:br/06203544333,2020-05-28,P8Y11M11D,no,no
061201935790-06110842478,omid:br/061201935790,omid:br/06110842478,2020-05-28,P1Y4M26D,no,no
061201935806-0619053774,omid:br/061201935806,omid:br/0619053774,2020-03-10,P3Y,no,no
061201935806-06403201780,omid:br/061201935806,omid:br/06403201780,2020-03-10,P20Y4M11D,no,no
061201935806-0630604453,omid:br/061201935806,omid:br/0630604453,2020-03-10,P5Y,no,no
061201935806-06110895992,omid:br/061201935806,omid:br/06110895992,2020-03-10,P7Y,no,no
061201935806-06203510602,omid:br/061201935806,omid:br/06203510602,2020-03-10,P9Y1M12D,no,no
061201935806-06604867789,omid:br/061201935806,omid:br/06604867789,2020-03-10,,no,no
061201935806-06230339711,omid:br/061201935806,omid:br/06230339711,2020-03-10,P16Y9M9D,no,no
061201935806-06180880977,omid:br/061201935806,omid:br/06180880977,2020-03-10,P2Y,no,no
061201935806-062202191203,omid:br/061201935806,omid:br/062202191203,2020-03-10,P7Y5M1D,no,no
061201935806-06240715076,omid:br/061201935806,omid:br/06240715076,2020-03-10,P6Y5M10D,no,no
061201935806-06180334286,omid:br/061201935806,omid:br/06180334286,2020-03-10,P5Y5M3D,no,no
061201935806-061901471626,omid:br/061201935806,omid:br/061901471626,2020-03-10,P12Y6M,no,no
